N,P,K,temperature,humidity,ph,rainfall,label
13,140,195,24.89,95.33,5.64,120.53,apple
15,156,192,25.17,94.41,6.03,105.89,apple
19,112,201,23.47,92.63,4.71,99.94,apple
15,136,201,22.17,93.89,5.49,118.7,apple
22,137,197,27.18,93.53,5.51,115.08,apple
24,128,209,23.56,86.44,6.02,108.54,apple
23,143,200,26.76,91.85,6.15,120.65,apple
19,141,193,21.54,89.02,6.0,115.85,apple
27,141,196,19.65,93.38,6.34,120.15,apple
26,131,194,20.76,92.16,5.87,114.67,apple
19,132,191,24.95,92.49,5.83,105.13,apple
12,147,204,18.54,94.21,6.27,113.84,apple
29,136,184,23.51,92.91,5.66,118.34,apple
9,143,190,20.14,92.02,6.07,114.24,apple
15,128,187,22.04,94.99,5.9,121.19,apple
28,128,197,28.03,95.91,5.23,116.47,apple
20,142,191,20.5,90.61,5.67,120.75,apple
12,127,181,25.12,95.48,5.77,109.62,apple
22,148,203,20.86,88.25,5.45,113.33,apple
16,135,193,19.95,89.36,6.52,121.49,apple
30,139,194,25.91,92.22,5.99,112.17,apple
2,150,203,23.42,92.15,5.97,106.63,apple
23,120,200,24.0,91.8,6.05,102.69,apple
14,136,205,17.91,93.61,5.68,110.67,apple
11,125,208,22.68,91.34,5.85,117.49,apple
22,133,209,25.03,93.33,5.92,119.17,apple
21,144,207,20.05,89.59,5.62,122.36,apple
10,137,202,25.51,92.75,5.36,103.01,apple
12,128,197,19.69,95.98,5.37,126.06,apple
27,142,192,23.46,89.11,6.26,111.86,apple
17,121,174,20.0,95.08,5.74,110.91,apple
23,152,212,20.17,87.44,6.84,135.29,apple
21,121,208,22.33,92.02,6.26,115.94,apple
12,130,205,23.88,92.96,6.27,108.98,apple
21,100,194,24.51,91.32,5.71,102.19,apple
26,139,207,18.28,91.9,5.79,109.79,apple
16,130,207,17.82,96.74,6.09,112.18,apple
24,10,8,22.09,95.51,6.98,114.9,orange
15,17,15,27.68,91.9,7.34,116.18,orange
22,20,13,22.06,93.7,6.81,101.17,orange
17,15,5,27.0,85.18,8.36,125.42,orange
17,16,10,19.75,92.58,6.93,109.46,orange
20,10,10,23.52,92.42,6.89,121.78,orange
16,16,13,22.3,92.64,6.95,122.77,orange
17,21,9,18.4,93.8,6.85,116.61,orange
2,16,8,17.38,90.72,6.71,109.92,orange
10,17,14,24.1,94.12,7.55,122.76,orange
30,14,7,26.62,93.87,7.39,129.29,orange
19,17,7,33.38,91.26,6.85,106.93,orange
15,13,8,15.87,90.14,7.97,117.76,orange
24,20,15,13.84,89.03,6.6,105.7,orange
17,14,10,22.88,90.29,5.91,100.47,orange
15,15,6,20.25,89.27,6.94,99.67,orange
13,10,9,18.37,94.37,7.2,109.7,orange
14,17,12,23.41,96.11,7.23,119.54,orange
19,18,7,20.41,92.97,7.17,115.48,orange
25,10,7,23.85,90.29,8.69,115.56,orange
18,13,8,22.85,92.38,6.77,107.67,orange
27,21,10,15.99,93.45,7.78,124.1,orange
23,21,10,25.84,90.4,7.15,123.7,orange
15,12,10,21.57,93.72,6.77,127.58,orange
11,21,7,13.72,92.69,6.87,99.3,orange
8,15,12,25.62,92.24,7.24,110.13,orange
10,10,9,21.9,94.23,7.38,116.45,orange
17,10,11,25.33,86.13,6.58,103.49,orange
19,12,9,21.65,91.7,6.64,104.01,orange
12,17,11,18.85,95.9,6.84,125.7,orange
15,7,11,23.94,92.19,6.68,110.05,orange
15,14,12,23.62,93.62,6.88,106.98,orange
12,14,0,19.75,91.9,7.28,107.71,orange
21,7,9,14.3,89.08,6.91,123.16,orange
21,16,9,19.13,90.74,7.21,96.55,orange
22,14,12,27.51,87.92,6.71,101.84,orange
8,11,17,25.75,96.89,7.41,102.98,orange
16,18,11,19.81,88.33,8.64,108.99,orange
17,16,9,23.31,95.32,6.94,98.77,orange
18,14,14,28.56,92.37,6.36,98.14,orange
19,17,8,20.3,90.62,6.99,86.57,orange
12,13,13,18.63,92.55,7.11,123.38,orange
26,15,8,19.38,91.5,6.78,115.94,orange
21,18,13,32.01,92.41,7.55,106.88,orange
26,20,13,23.17,90.43,6.3,110.0,orange
28,14,12,26.92,91.39,7.66,81.31,orange
11,12,7,24.38,92.83,7.2,116.36,orange
13,11,11,19.55,88.17,7.49,124.35,orange
28,16,11,29.55,90.5,7.56,113.15,orange
24,16,13,23.82,88.39,7.73,100.92,orange
26,15,13,28.37,93.18,7.25,114.63,orange
6,16,6,23.56,89.24,6.41,126.45,orange
25,15,10,21.46,93.52,6.66,120.34,orange
17,14,10,19.74,92.92,6.73,115.09,orange
26,13,9,25.01,91.01,7.23,115.95,orange
25,13,7,21.16,89.68,7.28,98.78,orange
32,21,10,27.04,88.01,8.26,104.5,orange
18,8,11,17.17,92.35,6.73,99.62,orange
14,16,6,18.96,93.76,8.3,115.18,orange
13,14,10,20.95,94.36,7.11,119.48,orange
17,21,9,17.84,97.54,6.09,103.01,orange
15,26,15,30.17,91.27,8.21,114.08,orange
24,16,9,21.44,91.58,7.3,114.07,orange
18,22,1,25.25,93.89,7.57,109.75,orange
20,19,14,21.2,92.77,7.84,89.16,orange
14,21,13,25.31,90.98,6.56,104.49,orange
28,13,10,18.93,94.21,6.73,109.42,orange
8,9,10,16.07,97.36,5.97,102.4,orange
19,14,6,17.91,89.62,6.86,129.92,orange
19,20,11,28.27,85.1,6.85,123.47,orange
15,23,14,20.35,90.84,6.49,104.1,orange
11,17,5,25.72,93.67,6.17,125.9,orange
22,18,7,25.81,94.92,6.95,130.42,orange
19,20,10,25.63,87.92,7.19,103.05,orange
13,22,9,17.68,91.2,6.35,124.74,orange
14,18,14,20.2,93.43,6.48,134.86,orange
24,15,7,22.13,91.25,7.98,98.14,orange
19,15,9,22.16,91.81,7.44,116.49,orange
21,3,10,14.42,93.72,7.74,101.14,orange
17,13,13,23.18,96.42,7.21,112.82,orange
19,19,4,23.13,91.92,7.36,108.52,orange
12,16,6,13.07,93.92,7.29,115.07,orange
26,13,5,22.35,91.23,6.58,109.6,orange
15,8,8,17.02,92.68,6.67,121.52,orange
28,18,5,30.23,96.04,7.01,123.63,orange
15,8,7,31.35,88.37,7.0,110.74,orange
15,14,10,19.89,88.54,7.11,121.13,orange
24,12,6,21.28,96.02,7.32,117.44,orange
24,17,10,26.01,90.73,6.29,117.63,orange
26,11,12,31.1,92.09,6.59,111.63,orange
15,13,11,14.68,88.49,7.01,110.18,orange
21,23,10,25.69,89.66,7.38,105.14,orange
19,15,13,16.15,86.39,6.89,115.09,orange
19,20,11,19.88,86.29,6.88,120.68,orange
16,16,11,17.62,93.66,7.82,108.67,orange
12,15,3,24.38,93.23,7.84,108.46,orange
21,12,8,15.07,91.61,6.85,113.39,orange
15,16,8,21.04,92.3,7.02,118.01,orange
18,14,9,19.13,91.2,8.02,101.27,orange
17,14,9,21.04,92.8,6.14,120.77,orange
55,49,36,29.79,91.79,7.73,156.18,papaya
30,53,49,34.71,89.11,6.65,124.66,papaya
37,61,54,37.06,93.84,6.5,160.46,papaya
52,60,46,31.71,92.58,7.68,150.13,papaya
42,52,47,42.41,91.4,7.06,133.2,papaya
51,65,46,31.14,96.55,7.09,162.37,papaya
56,62,62,33.88,93.84,6.12,121.98,papaya
36,69,34,32.09,84.92,6.37,130.33,papaya
62,62,45,37.96,92.44,6.72,112.53,papaya
39,52,50,34.01,96.26,6.85,74.91,papaya
51,47,44,30.45,90.74,6.15,147.69,papaya
34,61,63,28.38,91.69,5.69,135.08,papaya
55,64,50,37.26,98.77,7.38,129.54,papaya
34,55,44,35.51,89.45,6.67,163.55,papaya
47,51,57,26.18,91.58,6.68,143.0,papaya
50,63,49,32.23,91.38,6.46,162.29,papaya
42,65,50,31.61,93.95,6.41,158.55,papaya
51,54,53,35.89,95.29,7.09,154.88,papaya
37,78,41,37.5,93.48,6.23,139.49,papaya
48,69,45,32.65,86.56,7.39,115.84,papaya
52,58,49,36.94,96.58,6.8,158.98,papaya
52,67,47,38.0,95.18,7.13,126.1,papaya
47,60,41,40.08,92.37,6.81,128.17,papaya
35,54,51,36.39,92.8,6.84,134.17,papaya
53,70,54,36.94,93.14,6.1,116.48,papaya
53,58,52,40.41,94.22,7.2,144.97,papaya
40,58,45,39.93,94.38,6.91,173.5,papaya
28,63,42,33.67,91.62,6.96,148.3,papaya
62,54,54,34.35,88.31,6.33,138.85,papaya
60,62,42,33.14,97.44,6.74,134.42,papaya
53,65,47,35.71,91.58,6.99,146.84,papaya
53,52,45,37.48,92.2,6.81,134.94,papaya
57,54,49,36.84,95.33,6.49,191.59,papaya
52,50,52,32.17,93.49,6.68,144.46,papaya
39,66,43,29.26,93.32,7.34,133.79,papaya
56,67,54,32.46,89.67,5.82,136.03,papaya
60,50,54,29.9,92.67,6.98,126.11,papaya
50,55,54,34.64,92.54,7.32,159.16,papaya
42,58,49,34.02,98.71,6.85,91.7,papaya
43,43,48,25.75,90.22,6.09,152.2,papaya
49,61,49,28.12,93.68,7.47,152.83,papaya
44,47,44,35.51,95.08,6.8,162.6,papaya
56,63,46,34.4,90.28,6.71,150.87,papaya
65,48,52,39.62,94.3,7.03,157.29,papaya
61,50,41,33.67,87.0,7.19,173.12,papaya
44,56,49,33.91,92.72,6.92,138.28,papaya
58,62,46,39.04,89.0,6.66,166.77,papaya
41,61,53,30.26,92.22,6.64,128.81,papaya
72,52,56,32.13,89.68,6.74,158.83,papaya
58,71,67,34.7,90.74,6.88,135.94,papaya
58,48,64,37.12,88.19,6.42,163.0,papaya
60,48,54,25.91,92.18,7.14,128.81,papaya
33,60,46,36.22,90.19,6.39,92.07,papaya
50,57,42,34.48,94.97,6.61,149.3,papaya
51,49,62,31.82,94.04,7.01,139.11,papaya
55,60,41,32.37,90.87,6.52,110.0,papaya
60,71,55,38.78,91.54,6.45,123.14,papaya
55,60,49,38.88,93.41,6.36,125.58,papaya
55,67,53,41.29,96.49,6.88,121.64,papaya
35,55,54,41.01,93.44,7.17,136.47,papaya
55,65,38,32.05,94.77,6.81,112.69,papaya
24,56,49,30.16,92.76,6.9,159.37,papaya
25,48,48,35.99,93.62,6.89,133.01,papaya
45,53,54,30.02,94.53,6.78,141.47,papaya
42,48,46,32.38,86.48,6.62,165.71,papaya
54,55,50,31.48,92.77,7.32,166.81,papaya
54,55,54,26.95,91.77,6.93,161.11,papaya
55,61,48,35.85,90.02,6.36,144.14,papaya
50,44,52,36.79,92.21,7.65,125.53,papaya
45,55,49,32.39,88.88,6.48,140.16,papaya
61,76,58,30.6,90.66,6.64,187.21,papaya
47,48,46,36.73,94.12,6.62,159.69,papaya
26,59,55,30.37,90.31,5.95,182.35,papaya
41,60,53,39.75,92.02,6.48,146.93,papaya
61,57,44,27.54,89.35,7.05,134.58,papaya
42,53,50,32.74,91.72,7.24,181.05,papaya
32,61,45,32.71,93.17,6.61,148.36,papaya
55,61,46,31.18,88.8,6.36,191.65,papaya
41,49,51,33.26,91.91,7.26,156.33,papaya
43,55,46,37.2,91.63,5.98,141.39,papaya
33,76,44,33.05,93.05,6.58,135.35,papaya
53,71,54,39.61,89.78,6.83,146.48,papaya
52,70,48,32.08,93.73,5.99,136.68,papaya
47,51,56,29.45,92.06,6.82,176.44,papaya
48,66,54,34.19,89.68,6.13,145.26,papaya
43,66,54,32.96,89.51,6.9,117.15,papaya
41,51,49,38.38,92.39,6.52,104.46,papaya
54,52,50,32.28,94.5,6.64,141.13,papaya
53,75,55,33.35,92.41,6.49,118.85,papaya
43,52,53,29.42,95.73,7.0,143.11,papaya
49,54,51,38.05,90.64,6.09,160.18,papaya
52,50,45,30.26,90.59,6.57,135.94,papaya
42,52,48,34.37,91.61,7.16,155.3,papaya
33,63,53,31.96,88.66,6.7,142.41,papaya
37,47,49,32.77,91.36,6.67,115.03,papaya
44,63,47,27.01,91.22,6.27,149.28,papaya
52,45,54,29.25,96.3,6.68,111.44,papaya
37,61,47,33.31,96.43,6.42,144.1,papaya
63,61,40,35.72,89.49,7.26,122.03,papaya
78,70,45,33.78,94.28,7.01,153.66,papaya
28,15,28,26.71,96.52,6.01,184.34,coconut
25,7,31,27.84,98.14,5.44,222.32,coconut
21,17,38,28.52,95.6,5.97,161.1,coconut
20,13,29,22.73,95.66,5.86,165.51,coconut
22,10,39,27.19,94.51,5.61,176.32,coconut
29,20,34,28.49,94.08,5.46,169.57,coconut
19,20,31,30.62,97.19,5.76,121.75,coconut
29,21,23,30.42,95.56,5.95,224.04,coconut
29,18,32,28.63,94.0,5.88,148.53,coconut
19,14,26,27.67,94.15,6.05,126.93,coconut
20,16,28,27.06,91.63,6.01,195.03,coconut
23,20,31,28.36,95.11,6.11,128.28,coconut
15,22,17,27.12,97.14,5.87,163.45,coconut
21,14,30,26.03,97.02,6.33,171.6,coconut
12,13,29,28.41,92.78,5.67,190.92,coconut
26,13,23,33.97,96.37,5.82,201.67,coconut
20,19,30,27.58,94.57,5.47,233.74,coconut
15,10,28,25.48,94.7,6.11,205.46,coconut
25,14,30,28.22,91.28,6.07,131.88,coconut
33,14,29,25.86,93.54,6.58,203.81,coconut
11,22,35,26.84,95.41,5.9,234.78,coconut
16,16,27,24.53,99.18,5.55,182.2,coconut
10,14,32,25.75,95.97,5.82,210.4,coconut
29,13,30,27.77,96.04,5.9,181.31,coconut
19,16,36,28.69,96.2,6.12,170.99,coconut
22,11,36,21.83,94.63,6.24,134.68,coconut
23,13,28,29.29,95.2,5.29,146.31,coconut
26,17,38,30.77,94.12,6.65,176.33,coconut
15,13,18,30.61,97.99,5.6,168.76,coconut
21,12,21,26.98,94.16,5.78,182.28,coconut
29,14,30,28.85,95.91,5.72,178.49,coconut
24,11,36,30.26,93.35,5.96,194.87,coconut
17,17,30,24.46,95.72,5.57,203.78,coconut
16,15,36,28.39,92.64,5.6,157.62,coconut
23,17,25,25.07,95.36,5.85,240.32,coconut
21,23,24,24.25,92.56,6.26,228.28,coconut
16,14,24,23.78,96.24,5.97,175.91,coconut
12,22,27,28.47,91.89,5.84,184.34,coconut
22,16,32,25.14,95.19,5.93,182.55,coconut
21,10,23,22.97,96.44,6.15,200.91,coconut
22,7,24,27.74,95.07,5.83,186.67,coconut
21,16,26,29.36,93.94,5.5,152.47,coconut
18,19,29,27.03,92.3,6.14,156.04,coconut
20,21,32,24.14,91.26,5.88,139.22,coconut
24,16,30,25.99,98.28,6.75,167.24,coconut
23,16,28,25.74,92.63,5.56,187.76,coconut
17,5,32,27.32,97.49,6.01,131.24,coconut
7,13,26,29.29,94.78,6.24,135.86,coconut
26,18,19,30.05,94.99,6.02,149.65,coconut
28,11,34,29.04,92.85,6.5,182.55,coconut
24,9,40,24.95,96.85,5.6,157.03,coconut
25,20,23,29.58,96.89,5.62,223.56,coconut
12,13,32,25.69,95.33,5.97,169.99,coconut
25,15,31,29.69,96.38,6.14,141.12,coconut
24,12,23,27.26,92.99,6.14,200.04,coconut
9,12,22,26.47,95.71,5.83,157.91,coconut
28,6,36,26.31,94.64,5.74,221.89,coconut
13,16,32,24.18,92.96,5.86,149.0,coconut
16,14,33,26.71,96.96,5.6,138.04,coconut
32,13,23,23.92,96.95,5.8,167.99,coconut
20,20,29,32.09,95.07,6.22,199.76,coconut
20,13,31,28.42,93.65,5.95,212.69,coconut
33,19,39,26.14,96.2,6.3,148.71,coconut
18,22,25,24.72,97.86,6.26,188.56,coconut
20,14,31,30.56,95.28,6.55,148.66,coconut
20,14,24,27.09,95.63,6.06,240.71,coconut
23,20,30,30.76,99.6,6.06,145.82,coconut
17,17,32,28.8,95.72,5.9,156.51,coconut
23,23,35,28.47,96.86,5.79,160.35,coconut
16,15,27,29.82,93.85,5.66,233.88,coconut
18,16,32,25.13,97.27,6.09,222.35,coconut
16,16,30,27.93,91.89,5.93,132.81,coconut
23,7,20,29.04,93.71,5.6,213.73,coconut
22,19,29,32.76,93.59,6.42,173.76,coconut
11,17,31,25.3,92.96,5.89,186.09,coconut
6,20,27,24.74,96.68,5.89,212.08,coconut
23,15,29,28.37,93.97,5.64,193.9,coconut
20,16,35,27.17,94.83,5.72,188.52,coconut
23,19,27,26.48,96.38,5.98,148.41,coconut
28,9,33,24.87,98.57,5.44,210.17,coconut
20,14,30,28.66,92.99,5.66,195.09,coconut
10,13,45,25.46,97.1,5.72,190.87,coconut
24,20,28,31.38,93.62,5.97,182.96,coconut
14,14,30,26.54,99.68,5.65,210.98,coconut
26,15,25,25.86,93.76,5.36,145.5,coconut
12,21,33,28.97,95.98,5.95,219.42,coconut
17,16,33,24.76,100.0,5.91,179.86,coconut
28,19,30,27.66,91.79,5.73,191.12,coconut
23,20,29,24.63,96.91,6.33,202.55,coconut
20,20,47,27.63,92.18,5.72,194.36,coconut
11,16,31,30.47,97.42,6.16,110.72,coconut
26,18,31,23.94,93.25,5.55,115.15,coconut
20,12,43,27.06,97.39,5.43,159.7,coconut
21,12,27,26.96,94.33,6.46,186.95,coconut
23,18,33,27.23,94.16,5.95,210.3,coconut
27,15,33,27.01,94.87,5.76,170.15,coconut
29,16,30,24.51,94.18,5.83,150.73,coconut
21,14,30,27.64,92.89,5.78,177.92,coconut
28,17,26,28.2,98.22,6.18,192.03,coconut
25,21,35,28.53,96.94,5.58,130.53,coconut
119,46,16,25.96,70.49,6.63,74.48,cotton
92,57,13,22.43,84.34,7.22,67.0,cotton
127,48,28,24.91,79.09,6.47,71.37,cotton
104,56,19,25.31,87.37,5.72,95.65,cotton
117,49,15,22.01,82.24,8.09,92.34,cotton
135,44,16,21.95,77.36,5.87,71.6,cotton
108,44,19,24.81,79.73,6.61,56.74,cotton
108,38,20,26.17,84.49,7.28,78.7,cotton
109,40,12,26.38,78.93,6.28,70.38,cotton
103,46,23,23.03,68.54,6.81,78.43,cotton
113,40,19,24.07,79.68,7.11,75.14,cotton
109,57,21,25.97,85.93,7.16,91.44,cotton
93,47,18,28.09,84.44,6.58,84.77,cotton
119,49,14,24.8,78.66,7.04,71.61,cotton
108,55,14,21.46,79.54,6.51,69.68,cotton
118,33,14,29.04,82.1,6.53,85.32,cotton
125,53,18,26.34,69.61,6.37,82.27,cotton
121,38,20,22.34,78.42,7.41,91.21,cotton
102,37,17,23.83,76.51,7.42,84.47,cotton
123,35,23,16.85,83.97,7.37,75.11,cotton
136,45,19,24.75,95.73,7.57,88.71,cotton
103,47,15,25.96,80.5,6.34,81.27,cotton
104,47,15,23.97,83.55,6.87,75.61,cotton
120,51,14,24.55,86.39,7.19,80.99,cotton
126,49,22,18.84,72.03,7.4,62.24,cotton
123,43,15,24.77,80.81,7.96,72.8,cotton
138,48,16,25.9,82.63,6.92,83.5,cotton
108,39,22,23.34,79.4,7.04,83.48,cotton
95,56,19,23.39,81.95,7.02,89.5,cotton
125,51,24,26.11,79.0,6.34,100.31,cotton
113,42,12,24.75,80.54,6.14,85.74,cotton
109,67,16,22.81,75.43,7.54,75.83,cotton
106,51,13,25.46,88.71,7.18,87.95,cotton
130,59,23,25.0,84.32,6.46,89.62,cotton
101,43,6,24.9,76.58,7.46,84.98,cotton
133,37,23,29.16,83.62,7.3,82.34,cotton
109,52,12,22.86,70.94,6.55,88.0,cotton
124,46,19,19.19,77.94,6.56,72.39,cotton
125,39,16,18.68,78.33,6.36,81.25,cotton
102,46,18,28.08,82.29,5.98,65.12,cotton
117,38,7,27.27,83.4,7.16,73.01,cotton
123,40,19,21.6,87.38,6.11,95.09,cotton
117,42,19,25.73,86.63,7.06,69.61,cotton
117,60,24,26.17,83.78,7.25,94.21,cotton
110,35,19,21.86,74.52,6.54,110.12,cotton
119,48,14,19.29,75.7,7.62,84.31,cotton
125,51,16,27.37,76.64,7.6,85.61,cotton
90,40,11,26.81,79.68,5.79,84.81,cotton
108,34,25,24.17,78.33,6.7,62.14,cotton
97,56,17,23.96,69.58,6.24,87.62,cotton
122,60,24,23.32,82.16,6.74,104.96,cotton
134,47,19,27.51,82.7,7.68,53.98,cotton
123,41,26,27.77,79.96,7.67,101.7,cotton
118,65,18,23.36,84.13,6.72,81.32,cotton
138,46,12,24.82,76.32,7.33,88.65,cotton
139,53,23,22.23,83.82,7.88,72.04,cotton
143,41,15,24.64,83.38,7.36,68.76,cotton
123,40,13,21.58,76.05,7.16,94.13,cotton
94,48,14,25.47,76.69,6.37,89.9,cotton
108,43,10,26.27,83.9,6.9,61.97,cotton
135,40,17,29.68,76.28,7.27,87.05,cotton
122,48,20,24.58,79.54,7.66,64.55,cotton
132,52,21,26.69,79.34,5.97,79.43,cotton
102,40,14,22.71,76.82,5.71,88.7,cotton
150,50,18,23.76,77.7,6.95,79.86,cotton
104,59,13,25.7,79.29,7.85,84.39,cotton
111,44,19,21.04,75.97,6.01,69.22,cotton
118,48,11,23.56,82.62,6.82,72.69,cotton
110,41,16,24.33,91.34,6.53,76.48,cotton
116,40,23,17.97,77.14,7.31,76.77,cotton
104,49,22,24.43,75.79,7.13,75.48,cotton
128,57,8,24.18,71.12,8.12,74.68,cotton
128,45,15,21.59,87.73,7.38,103.62,cotton
117,48,17,23.18,74.59,6.94,70.83,cotton
123,47,20,28.09,79.61,7.28,104.92,cotton
136,55,17,24.47,73.21,7.15,83.59,cotton
117,54,14,27.99,84.31,6.86,78.52,cotton
124,58,19,24.26,79.89,7.79,75.87,cotton
116,57,19,26.74,75.24,6.8,98.11,cotton
106,44,20,21.43,77.73,6.96,80.86,cotton
136,58,15,24.18,83.17,7.66,88.92,cotton
121,51,21,21.58,80.76,7.63,77.81,cotton
118,44,9,23.95,81.31,6.64,66.44,cotton
103,52,26,27.36,73.08,7.33,72.34,cotton
108,42,21,26.3,79.31,6.86,85.87,cotton
125,55,13,23.95,74.46,6.87,77.59,cotton
116,39,13,18.66,79.14,6.68,72.19,cotton
136,39,24,27.96,70.05,6.95,75.5,cotton
73,34,22,28.95,84.31,7.06,80.04,cotton
142,63,16,18.9,69.31,7.56,79.74,cotton
119,31,15,23.16,80.84,6.7,67.85,cotton
105,55,19,25.43,75.31,5.42,74.02,cotton
104,48,32,25.64,93.48,7.18,72.74,cotton
122,60,26,22.46,81.07,6.19,90.2,cotton
140,46,16,24.8,81.89,6.94,82.44,cotton
114,53,21,21.44,74.75,6.77,89.14,cotton
119,40,20,23.07,84.2,7.07,76.52,cotton
120,56,16,24.91,79.45,7.11,72.45,cotton
118,54,15,20.58,73.34,6.31,87.44,cotton
95,43,21,24.94,77.87,7.0,81.59,cotton
74,44,52,26.52,92.0,6.5,173.0,jute
58,39,50,23.86,89.2,6.2,153.63,jute
72,45,44,25.8,77.52,6.65,168.32,jute
64,38,45,21.24,87.69,6.56,159.25,jute
89,57,45,25.9,85.03,6.01,164.26,jute
64,55,36,26.59,82.28,6.36,162.96,jute
97,39,39,23.33,78.03,6.68,159.04,jute
63,48,33,23.28,74.9,6.67,193.57,jute
100,40,51,22.89,85.02,6.41,157.28,jute
66,45,42,26.24,74.88,6.3,156.37,jute
76,44,33,25.44,90.91,6.5,166.03,jute
86,41,43,23.46,88.76,6.84,162.3,jute
69,41,47,22.36,76.26,6.48,174.39,jute
73,34,36,24.7,76.46,6.97,193.09,jute
76,47,26,24.06,84.62,6.53,159.95,jute
112,60,41,27.18,68.47,6.38,165.3,jute
74,42,23,25.67,82.32,7.34,158.93,jute
64,24,37,26.7,76.54,7.56,169.57,jute
80,35,40,20.94,83.07,6.99,201.89,jute
62,47,42,25.78,75.27,5.74,181.64,jute
75,41,43,24.81,73.0,5.93,152.12,jute
113,51,40,24.54,78.36,7.17,164.89,jute
86,43,50,26.38,85.83,6.47,195.86,jute
73,46,48,22.81,80.62,6.88,185.1,jute
71,62,31,27.82,85.68,7.46,142.94,jute
64,57,27,21.69,77.16,6.78,206.54,jute
75,41,40,25.84,81.81,6.63,135.6,jute
64,57,40,24.25,85.19,6.25,170.19,jute
80,42,39,24.52,72.6,6.77,148.13,jute
80,56,37,22.56,78.97,6.37,186.59,jute
75,59,45,24.59,83.18,6.54,175.38,jute
72,52,47,26.5,84.21,7.07,185.73,jute
60,59,49,24.43,77.75,6.94,185.72,jute
74,35,40,26.0,83.23,6.84,169.28,jute
92,46,36,24.54,70.87,6.63,188.47,jute
83,58,37,25.87,83.56,7.64,177.6,jute
62,52,50,24.25,83.81,7.19,195.04,jute
79,40,38,25.82,84.14,6.83,167.1,jute
86,52,41,23.23,78.69,7.08,147.04,jute
46,58,42,26.11,74.22,7.0,180.2,jute
54,57,39,24.11,77.71,5.89,186.57,jute
81,44,46,22.13,76.62,6.36,169.12,jute
79,49,36,23.15,88.03,7.66,177.57,jute
66,57,30,24.23,76.12,6.24,169.1,jute
65,46,39,23.66,77.75,6.61,190.9,jute
75,52,42,26.04,86.54,6.25,165.24,jute
104,43,22,24.49,80.27,5.65,201.38,jute
67,48,37,22.32,74.25,6.33,196.41,jute
75,41,33,27.29,86.92,7.17,184.55,jute
82,36,37,23.53,70.47,7.12,160.78,jute
95,53,42,26.13,76.52,7.44,175.56,jute
82,40,33,25.85,80.69,6.38,145.93,jute
58,55,35,24.22,86.85,6.25,160.16,jute
66,58,50,26.4,83.52,6.47,213.65,jute
82,52,38,24.36,87.92,6.92,203.73,jute
81,39,35,25.11,76.47,6.26,198.73,jute
69,47,40,23.72,86.85,6.25,179.93,jute
81,45,31,26.64,83.32,6.43,188.85,jute
83,35,33,27.18,81.15,6.47,157.53,jute
70,42,33,21.42,85.3,7.09,149.23,jute
80,38,37,24.21,77.46,7.5,165.89,jute
65,39,45,21.6,75.79,7.28,179.58,jute
80,63,40,23.48,78.19,6.25,199.82,jute
86,54,46,24.07,74.88,6.68,157.24,jute
80,55,37,25.2,79.13,7.02,161.34,jute
45,49,44,25.79,76.4,6.25,184.59,jute
80,44,49,23.01,88.48,6.71,137.99,jute
75,53,36,21.95,78.78,6.36,184.54,jute
89,37,34,26.41,75.31,6.27,151.13,jute
83,48,34,24.91,87.24,6.31,135.67,jute
84,45,34,26.2,83.8,5.82,161.65,jute
112,50,43,27.25,79.69,7.02,189.06,jute
86,43,40,23.72,79.66,6.23,158.89,jute
73,38,35,24.57,81.61,7.08,165.42,jute
98,53,42,25.21,81.2,7.17,199.17,jute
98,46,42,27.59,76.48,6.57,175.02,jute
91,53,37,21.88,80.83,6.33,144.9,jute
59,48,47,24.98,80.66,7.17,143.81,jute
85,45,42,23.93,75.51,6.76,207.68,jute
90,41,30,21.54,86.18,6.32,168.19,jute
97,33,47,24.39,73.86,6.6,160.25,jute
84,40,27,24.46,72.82,6.78,150.96,jute
70,47,37,25.4,83.0,6.24,173.41,jute
28,47,37,22.93,81.18,7.17,165.18,jute
63,47,30,23.58,85.71,6.72,137.11,jute
51,47,44,21.66,81.85,7.23,212.46,jute
82,50,26,29.1,76.72,6.33,169.6,jute
100,63,39,26.9,79.82,6.28,204.23,jute
68,58,46,26.13,88.74,7.59,171.2,jute
65,31,52,24.02,85.28,6.4,205.47,jute
67,36,37,23.84,82.58,6.68,187.25,jute
73,40,35,28.99,80.73,5.91,164.3,jute
79,60,45,23.06,91.69,6.69,199.63,jute
60,26,30,18.4,90.16,6.79,156.21,jute
84,47,42,27.32,78.15,6.35,191.26,jute
90,46,52,24.02,75.1,6.87,161.2,jute
85,39,36,28.68,77.57,6.38,198.11,jute
62,40,42,26.78,85.7,6.4,186.62,jute
71,41,46,23.8,80.99,6.76,153.28,jute
92,50,27,25.45,75.74,7.14,145.79,jute
95,30,29,27.03,49.69,7.36,168.5,coffee
121,33,28,22.93,55.42,7.34,185.71,coffee
91,11,27,24.92,57.3,6.91,175.52,coffee
115,30,19,24.82,72.62,6.85,165.36,coffee
106,30,17,25.02,58.57,7.21,158.95,coffee
76,30,24,23.07,53.8,6.92,183.18,coffee
108,31,31,25.7,62.98,5.73,160.22,coffee
85,34,28,25.56,49.77,7.11,170.55,coffee
109,23,25,25.95,54.63,6.87,114.78,coffee
